timestamp,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,force_x,force_y,force_z,torque_x,torque_y,torque_z
18.186687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7039017677307129,0.9356279373168945,-12.21091079711914,77.293212890625,17.33702850341797,83.55497741699219
18.187665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7080965042114258,0.9379644393920898,-12.206259727478027,77.30843353271484,17.313243865966797,83.51181030273438
18.188667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7106180191040039,0.9397983551025391,-12.204763412475586,77.32247161865234,17.29849624633789,83.47216033935547
18.189542,1.508903980255127,1.068859577178955,1.7150962352752686,-0.03285300359129906,0.7382993102073669,-0.045674629509449005,0.6721225380897522,0.7140545845031738,0.9416217803955078,-12.195945739746094,77.3537368774414,17.28655242919922,83.41802978515625
18.190676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7174010276794434,0.944462776184082,-12.183911323547363,77.36868286132812,17.276161193847656,83.37925720214844
18.191667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212343215942383,0.9497804641723633,-12.178580284118652,77.38450622558594,17.277996063232422,83.32829284667969
18.192669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7221627235412598,0.9541854858398438,-12.166410446166992,77.41766357421875,17.282665252685547,83.28567504882812
18.193635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725853443145752,0.9589028358459473,-12.15512752532959,77.44554901123047,17.283615112304688,83.24024200439453
18.19467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7280292510986328,0.9612603187561035,-12.149693489074707,77.44111633300781,17.272308349609375,83.21626281738281
18.195665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.730898380279541,0.9616122245788574,-12.14725112915039,77.44088745117188,17.2718505859375,83.20903015136719
18.196671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7332339286804199,0.9607081413269043,-12.138827323913574,77.43077087402344,17.261409759521484,83.21100616455078
18.197628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7370047569274902,0.9576363563537598,-12.134862899780273,77.40606689453125,17.250072479248047,83.22150421142578
18.198584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7363462448120117,0.955113410949707,-12.12630558013916,77.38479614257812,17.25595474243164,83.2579574584961
18.199702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7397074699401855,0.9556541442871094,-12.125778198242188,77.38038635253906,17.265701293945312,83.29214477539062
18.2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7424073219299316,0.9577021598815918,-12.119311332702637,77.37258911132812,17.275466918945312,83.32821655273438
18.201703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7424683570861816,0.9552755355834961,-12.120992660522461,77.35455322265625,17.277568817138672,83.37744903564453
18.202717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7410774230957031,0.9600825309753418,-12.120285034179688,77.35833740234375,17.29450225830078,83.42462158203125
18.203703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7410421371459961,0.9594264030456543,-12.1248779296875,77.3333969116211,17.288898468017578,83.4755859375
18.204702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7420287132263184,0.9605717658996582,-12.122133255004883,77.30262756347656,17.276145935058594,83.5472412109375
18.205701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7384090423583984,0.9591050148010254,-12.119688034057617,77.26068115234375,17.27395248413086,83.61033630371094
18.206551,1.5089741945266724,1.0690102577209473,1.7150059938430786,-0.03218231350183487,0.7380780577659607,-0.04563326761126518,0.672400712966919,0.7383055686950684,0.9615678787231445,-12.117929458618164,77.24101257324219,17.280574798583984,83.65299987792969
18.207806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7356357574462891,0.9586076736450195,-12.113407135009766,77.2061996459961,17.282939910888672,83.7236328125
18.208735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7316217422485352,0.9587302207946777,-12.111612319946289,77.19474029541016,17.30999755859375,83.7807388305664
18.209742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291126251220703,0.9587912559509277,-12.105239868164062,77.17131042480469,17.316829681396484,83.83077239990234
18.210736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7285375595092773,0.9598417282104492,-12.102535247802734,77.15104675292969,17.317058563232422,83.87808227539062
18.211729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7268142700195312,0.9600749015808105,-12.099464416503906,77.12423706054688,17.331993103027344,83.95413208007812
18.212732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7275853157043457,0.959470272064209,-12.09681224822998,77.09308624267578,17.33111572265625,84.01566314697266
18.213608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7301716804504395,0.9590563774108887,-12.09565544128418,77.05563354492188,17.327545166015625,84.08564758300781
18.214859,1.5093196630477905,1.0686720609664917,1.7151777744293213,-0.03140939772129059,0.7356905937194824,-0.050966739654541016,0.674666702747345,0.7293386459350586,0.9556546211242676,-12.100956916809082,77.02661895751953,17.347957611083984,84.15103912353516
18.215599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7290420532226562,0.9499044418334961,-12.099832534790039,76.98211669921875,17.36351776123047,84.22956848144531
18.216734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7255511283874512,0.9447102546691895,-12.09754753112793,76.93841552734375,17.377880096435547,84.3021240234375
18.217739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226324081420898,0.9429082870483398,-12.09672737121582,76.89356994628906,17.399215698242188,84.37905883789062
18.218668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198147773742676,0.9402928352355957,-12.093544006347656,76.84457397460938,17.404861450195312,84.45526123046875
18.219733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7144603729248047,0.9360480308532715,-12.084370613098145,76.79441833496094,17.427005767822266,84.54261779785156
18.220733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7077107429504395,0.9348607063293457,-12.088479995727539,76.74800872802734,17.45498275756836,84.62909698486328
18.221732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704129695892334,0.9327468872070312,-12.091117858886719,76.70246124267578,17.455928802490234,84.72415924072266
18.222662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7002778053283691,0.9282450675964355,-12.090909957885742,76.64817810058594,17.46902847290039,84.82593536376953
18.223735,1.5090323686599731,1.0691115856170654,1.714992642402649,-0.03197358548641205,0.7377228140830994,-0.04492020606994629,0.6728484034538269,0.6960153579711914,0.9274868965148926,-12.088628768920898,76.61314392089844,17.481632232666016,84.92910766601562
18.22471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6949615478515625,0.9259748458862305,-12.093213081359863,76.56320190429688,17.460269927978516,85.03121948242188
18.225736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6965851783752441,0.9261093139648438,-12.09245777130127,76.54592895507812,17.44213104248047,85.11949157714844
18.226669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6958808898925781,0.9242868423461914,-12.08905029296875,76.50452423095703,17.4268798828125,85.20882415771484
18.227733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6940507888793945,0.9269475936889648,-12.08879280090332,76.4845199584961,17.416793823242188,85.2886962890625
18.228733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6945862770080566,0.9256911277770996,-12.086837768554688,76.45686340332031,17.40715789794922,85.3558120727539
18.229739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931495666503906,0.9243626594543457,-12.086079597473145,76.43138885498047,17.419498443603516,85.43252563476562
18.230674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688532829284668,0.9215044975280762,-12.082736015319824,76.39192199707031,17.429969787597656,85.50363159179688
18.23166,1.509055495262146,1.069071650505066,1.7149438858032227,-0.03152056410908699,0.7377128005027771,-0.04510137438774109,0.6728686094284058,0.6841182708740234,0.9235057830810547,-12.081350326538086,76.3823013305664,17.459636688232422,85.57716369628906
18.232619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6837158203125,0.9212069511413574,-12.075900077819824,76.36376953125,17.45433807373047,85.64694213867188
18.233707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6802053451538086,0.918492317199707,-12.072776794433594,76.3440170288086,17.468677520751953,85.72348022460938
18.234668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6762914657592773,0.9188284873962402,-12.064453125,76.34759521484375,17.47787857055664,85.7778549194336
18.235679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6765317916870117,0.9201655387878418,-12.055213928222656,76.3448257446289,17.472064971923828,85.8356704711914
18.23671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6756901741027832,0.9156060218811035,-12.049153327941895,76.31874084472656,17.460636138916016,85.88795471191406
18.23756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6744246482849121,0.9142956733703613,-12.046031951904297,76.30953979492188,17.453235626220703,85.92950439453125
18.238542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671422004699707,0.9151597023010254,-12.046913146972656,76.30460357666016,17.442733764648438,85.95260620117188
18.239648,1.5090750455856323,1.0690884590148926,1.7148898839950562,-0.0312873050570488,0.7374553680419922,-0.04496206343173981,0.6731709241867065,0.6702375411987305,0.9180412292480469,-12.044306755065918,76.30091857910156,17.42901611328125,85.98482513427734
18.240657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6706948280334473,0.9192790985107422,-12.03787612915039,76.30498504638672,17.413532257080078,86.00870513916016
18.241639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6710906028747559,0.9224753379821777,-12.028190612792969,76.3206787109375,17.407394409179688,86.02346801757812
18.242676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6683006286621094,0.9249415397644043,-12.019477844238281,76.34026336669922,17.411331176757812,86.02993774414062
18.243733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6705808639526367,0.9281296730041504,-12.00867748260498,76.35643768310547,17.400360107421875,86.04399108886719
18.244735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674802303314209,0.9307270050048828,-12.000118255615234,76.38159942626953,17.382259368896484,86.04794311523438
18.245716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6758966445922852,0.9334402084350586,-11.990255355834961,76.40292358398438,17.382144927978516,86.06271362304688
18.246664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6790199279785156,0.9383554458618164,-11.983087539672852,76.42474365234375,17.362361907958984,86.07913208007812
18.247747,1.5090603828430176,1.069110631942749,1.714769959449768,-0.03134080022573471,0.7372568845748901,-0.04519278556108475,0.6733704209327698,0.6820926666259766,0.9421038627624512,-11.973130226135254,76.44886016845703,17.33346176147461,86.09507751464844
18.248735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6816897392272949,0.9445896148681641,-11.960113525390625,76.4885025024414,17.314414978027344,86.11569213867188
18.249712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6817765235900879,0.9445719718933105,-11.9472017288208,76.50590515136719,17.291690826416016,86.13099670410156
18.250666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6825714111328125,0.9456911087036133,-11.934009552001953,76.52954864501953,17.262393951416016,86.1453857421875
18.251739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6851882934570312,0.9489636421203613,-11.918888092041016,76.56546783447266,17.243633270263672,86.14997863769531
18.252737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896781921386719,0.9561867713928223,-11.910806655883789,76.60909271240234,17.219161987304688,86.15733337402344
