timestamp,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,force_x,force_y,force_z,torque_x,torque_y,torque_z
1706022199.8580968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5036580562591553,0.5610700845718384,-2.410114049911499,-19.377687454223633,9.839204788208008,29.678951263427734
1706022199.8591063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5077567100524902,0.5593383312225342,-2.401515007019043,-19.37160873413086,9.835052490234375,29.63058853149414
1706022199.860245,0.06628642976284027,0.9486467838287354,0.4952751398086548,-0.23337984085083008,0.8744655251502991,-0.3533138632774353,-0.23667150735855103,0.5104148387908936,0.5610216856002808,-2.3924553394317627,-19.34689712524414,9.84757137298584,29.587034225463867
1706022199.8611119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5114210247993469,0.5584896802902222,-2.391545057296753,-19.358543395996094,9.8580961227417,29.542802810668945
1706022199.8621218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514885425567627,0.5589213967323303,-2.391432523727417,-19.3389949798584,9.861395835876465,29.48759651184082
1706022199.8641028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152919888496399,0.5631234049797058,-2.3857498168945312,-19.307846069335938,9.878268241882324,29.452136993408203
1706022199.8642333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5184410214424133,0.5639094114303589,-2.384559154510498,-19.293365478515625,9.891133308410645,29.40464973449707
1706022199.8651316,0.06604870408773422,0.9486957788467407,0.495019793510437,-0.23633745312690735,0.8739926815032959,-0.3542301058769226,-0.2340991199016571,0.5187264680862427,0.5631251931190491,-2.3827781677246094,-19.286701202392578,9.898663520812988,29.364688873291016
1706022199.8661108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5201520323753357,0.5632106065750122,-2.375065803527832,-19.269311904907227,9.908817291259766,29.32154083251953
1706022199.8671496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5200099945068359,0.5643020272254944,-2.372304916381836,-19.275634765625,9.922478675842285,29.30127716064453
1706022199.868095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5177071690559387,0.5593899488449097,-2.369645357131958,-19.290380477905273,9.937393188476562,29.267030715942383
1706022199.869121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5137030482292175,0.5605973601341248,-2.3694400787353516,-19.292646408081055,9.951480865478516,29.249868392944336
1706022199.8701417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5147018432617188,0.560131847858429,-2.3668622970581055,-19.300052642822266,9.96717357635498,29.23461151123047
1706022199.8711329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5190247297286987,0.5627628564834595,-2.369547128677368,-19.293590545654297,9.94620418548584,29.204605102539062
1706022199.8721278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5190099477767944,0.5626755356788635,-2.3708336353302,-19.300630569458008,9.95221996307373,29.186677932739258
1706022199.8731358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5223675966262817,0.5634467601776123,-2.3695502281188965,-19.28956413269043,9.945501327514648,29.17962646484375
1706022199.874146,0.06570713222026825,0.9486460089683533,0.4947251081466675,-0.23657581210136414,0.8751950263977051,-0.3524336516857147,-0.232069194316864,0.5222649574279785,0.5619713664054871,-2.369816303253174,-19.287141799926758,9.960906028747559,29.165979385375977
1706022199.8750887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217674374580383,0.5618941783905029,-2.365903615951538,-19.279327392578125,9.959646224975586,29.1490421295166
1706022199.876095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5210612416267395,0.5572382807731628,-2.3620126247406006,-19.291728973388672,9.967741966247559,29.136178970336914
1706022199.8771164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5236024856567383,0.5557056665420532,-2.35918927192688,-19.282062530517578,9.964033126831055,29.103925704956055
1706022199.8781416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5200157761573792,0.5558937788009644,-2.361095428466797,-19.277528762817383,9.993919372558594,29.067188262939453
1706022199.8791542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5224912762641907,0.5559931993484497,-2.3593132495880127,-19.26129722595215,9.990629196166992,29.038036346435547
1706022199.8801374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5188977718353271,0.5568993091583252,-2.3627898693084717,-19.25583267211914,10.017463684082031,29.003028869628906
1706022199.8811362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5179027318954468,0.558778703212738,-2.3603858947753906,-19.2403507232666,10.043072700500488,28.97526741027832
1706022199.882145,0.0654061809182167,0.9486666917800903,0.494461327791214,-0.2363756150007248,0.8763856291770935,-0.35037660598754883,-0.2308918833732605,0.5157226324081421,0.5593546628952026,-2.358985185623169,-19.234106063842773,10.057626724243164,28.960725784301758
1706022199.8831375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5197311043739319,0.5610047578811646,-2.3553318977355957,-19.228670120239258,10.040716171264648,28.93379020690918
1706022199.8841224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52061527967453,0.561619222164154,-2.354520797729492,-19.231369018554688,10.045120239257812,28.912578582763672
1706022199.8851523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5230369567871094,0.5608971118927002,-2.3475425243377686,-19.22566795349121,10.048831939697266,28.895063400268555
1706022199.8861299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5216737389564514,0.5602708458900452,-2.348727226257324,-19.218591690063477,10.06466007232666,28.873926162719727
