timestamp,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,force_x,force_y,force_z,torque_x,torque_y,torque_z
7.145783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05315291881561279,0.03203856945037842,0.3910369873046875,-6.997447967529297,2.7825565338134766,0.27252042293548584
7.146687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05195629596710205,0.03205513954162598,0.3936150074005127,-6.98525333404541,2.7907066345214844,0.26838624477386475
7.147666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04833236336708069,0.030939459800720215,0.39530640840530396,-6.986542701721191,2.7907049655914307,0.2649787664413452
7.148648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049543410539627075,0.030153274536132812,0.39246445894241333,-6.983811855316162,2.8090386390686035,0.2574707269668579
7.149622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05165553092956543,0.030258536338806152,0.3894360065460205,-6.9764838218688965,2.845945358276367,0.2426356077194214
7.150702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05024641752243042,0.026646316051483154,0.38645899295806885,-6.986422538757324,2.855020523071289,0.24396884441375732
7.151713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053220003843307495,0.028606683015823364,0.37867218255996704,-6.973097324371338,2.880268096923828,0.24074089527130127
7.152675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05656641721725464,0.028706014156341553,0.3788496255874634,-6.969019889831543,2.9100985527038574,0.23851299285888672
7.153706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05690959095954895,0.02825939655303955,0.3742111325263977,-6.958883285522461,2.9362549781799316,0.24741721153259277
7.154678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05610355734825134,0.027296334505081177,0.3783007264137268,-6.958830833435059,2.9294161796569824,0.25862324237823486
7.155703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056366533041000366,0.02884995937347412,0.3753123879432678,-6.955295085906982,2.943314790725708,0.2660830020904541
7.156666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05319380760192871,0.025802314281463623,0.3803163170814514,-6.970795631408691,2.9516663551330566,0.27513587474823
7.157705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056226760149002075,0.025894135236740112,0.3759009838104248,-6.974757194519043,2.967557668685913,0.28900468349456787
7.158706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054527461528778076,0.025749504566192627,0.37749195098876953,-6.982145309448242,2.9533705711364746,0.28824031352996826
7.159683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05469918251037598,0.027714252471923828,0.36894816160202026,-6.978677272796631,2.9530441761016846,0.2905709743499756
7.160662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0530858039855957,0.030226826667785645,0.36928826570510864,-6.964507579803467,2.938915252685547,0.2841259241104126
7.161848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055278658866882324,0.03136315941810608,0.3696919083595276,-6.945276260375977,2.9336624145507812,0.27641308307647705
7.162846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05410841107368469,0.02956119179725647,0.36940866708755493,-6.9480977058410645,2.9279441833496094,0.25303590297698975
7.163836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054360419511795044,0.031228244304656982,0.37032943964004517,-6.945433139801025,2.918837547302246,0.24679815769195557
7.164875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053134649991989136,0.027826905250549316,0.37641096115112305,-6.963399410247803,2.9132351875305176,0.24945223331451416
7.16588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05465102195739746,0.025198429822921753,0.37937867641448975,-6.972968101501465,2.90362548828125,0.2564704418182373
7.166843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054075151681900024,0.025769531726837158,0.37985706329345703,-6.99128532409668,2.888601779937744,0.2569997310638428
7.167837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05181002616882324,0.024683058261871338,0.3849765658378601,-7.0085062980651855,2.864536762237549,0.2691148519515991
7.168849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04878181219100952,0.025162309408187866,0.39063119888305664,-7.032041549682617,2.8370490074157715,0.2651609182357788
7.169879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04973733425140381,0.027496635913848877,0.3889427185058594,-7.01997184753418,2.8277697563171387,0.2676522731781006
7.170835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04705199599266052,0.027253329753875732,0.3906603455543518,-7.042844772338867,2.8150033950805664,0.26725172996520996
